Name, School
Jim Retseck,	Auburn
Steve Newsome,	Houston
Tom Kozelko,	Toledo
Allie McGuire,	Marquette
Larry Kenon,	Memphis
E.C. Coleman,	Houston Baptist
Martinez Denmon,	Iowa State
Darrel Minniefield,	New Mexico
Doug Little,	Oregon
William Averitt,	Pepperdine
June Harris,	North Carolina A&T
Luke Witte,	Ohio State
Lee Colburn,	South Dakota State
Clyde Turner,	Minnesota
Ronnie Robinson,	Memphis
Ken Brady,	Michigan
James Brown,	Harvard
Ron King,	Florida State
Mark Sibley,	Northwestern
Aaron Stewart,	Richmond
George Karl,	North Carolina
Harry Rogers,	Saint Louis
Larry Finch,	Memphis
Richie Fuqua,	Oral Roberts
Reggie Royals,	Florida State
Fran Costello,	Providence
Randy Noll,	Marshall
Chuck Iverson,	South Dakota
John Coughran,	California
Gary Rhoades,	Colorado State
M.L. Carr,	Guilford
Clinton Harris,	Iowa State
Henry Wilmore,	Michigan
Dave Winfield,	Minnesota
Nate Stephens,	Long Beach State
Ray Simpson,	Furman
Danny Traylor,	South Carolina
Dennis Bell,	Drake
Kresimir Cosic,	Brigham Young
Larry Jackson,	Northern Illinois
Byron Jones,	San Francisco
Sterling Wright,	Lincoln (MO)
Mike Macaluso,	Canisius
Neal Jurgensen,	Oregon State
Bill McCoy,	Northern Iowa
Willie Calvert,	Abilene Christian
Tom Peck,	Wisconsin-Eau Claire
Mike Quick,	San Francisco
Gene Doyle,	Holy Cross
Dennis Johnson,	Ferris State
John Williamson,	New Mexico State
Bob Lauriski,	Utah State
Johnny Neumann,	Mississippi
Mike Allocco,	Stonehill
Lawrence Lilly,	Alabama State
James Floyd,	Shaw
David Brent,	Jacksonville
Joe Cafferky,	North Carolina State
James Greene,	Kentucky Wesleyan
Larry Hollyfield,	California-Los Angeles
Tim Bassett,	Georgia
Jim Andrews,	Kentucky
Larry Farmer,	California-Los Angeles
Fred DeVaughn,	Westmont
Mike Jeffries,	Missouri
Jerry Bisbano,	Louisiana-Lafayette
Fred Smiley,	Northwood (MI)
Pete Harris,	Stephen F. Austin
Steve Smith,	Loyola-Marymount
Billy Harris,	Northern Illinois
Rod Hogue,	Georgia
Mike Moore,	Manhattan
Nate Hawthorne,	Southern Illinois
Eddie Childress,	Austin Peay
Mike Stewart,	Santa Clara
Dave Langston,	Drake
Carl Jackson,	St. Bonaventure
Lendell Resson,	Eastern Michigan
Wardell Jeffries,	Oklahoma Baptist
John Ritter,	Indiana
John Thomas,	Missouri Southern State
Mike Williams,	Kentucky Wesleyan
Jim Owens,	Arizona State
Ben Kelso,	Central Michigan
Tim Dominey,	Valdosta State
Jeff Dawson,	Illinois
J. G. Brosterhos,	Texas
Mark Jellison,	Northeastern
Steve Rowell,	Rhode Island
Walt McGrary,	Tennessee-Chattanooga
Roy McPipe,	Montana State
Robert White,	Sam Houston State
Harvey Catchings,	Hardin-Simmons
Mike Contreras,	Arizona State
Bob Fullerton,	Xavier
Greg Williams,	Seattle
Les Taylor,	Murray State
James Brown,	Dartmouth
Sandy Smith,	Winston-Salem State
Bill Kelgore,	Michigan State
Everett Fopma,	Idaho State
Rubin Montanez,	Duquesne
Mike Boylan,	Assumption
Joe Wise,	Bridgewater State
Bob Vacca,	Quinnipiac
Corky Taylor,	Minnesota
Abe Steward,	Jacksonville
Nick Connor,	Illinois
Sam Whitehead,	Oregon State
Bob Bodell,	Maryland
Dean Martin,	Baldwin Wallace
Ernie Kusyner,	Kansas State
Claude White,	Elmhurst
Bob Solomon,	Wayne State (MI)
Fred Lavoroni,	Santa Clara
Russ Hunt,	Furman
Dick Kelly,	Bay College
Ed Fields,	Long Island Post
Ron Battle,	Sam Houston State
Steve Turner,	Vanderbilt
Rod Freeman,	Vanderbilt
Ed Payne,	Wake Forest
Mike Lee,	Syracuse
Floyd Lewis,	Harvard
Lynn Greer,	Virginia State
Len Paul,	Akron
Dale Adams,	St. Mary's (MD)
Charles Edge,	LeMoyne-Owen
Ed Hastings,	Villanova
Connie Warren,	Xavier
Aaron Covington,	Canisius
Rick Holdt,	North Carolina State
Chris McMurray,	San Diego State
Lyman Williamson,	Samford
Clarence Carlisle,	Ferris State
Mike Battle,	George Washington
Bruce Winkler,	Santa Clara
Jim Crawford,	La Salle
Bob Vartanian,	Buffalo
John Pennebacker,	Hawaii
Kalevi Sarkalahti,	Brigham Young
Chester Davis,	Morgan State
Scott Koelzer,	Montana State
Ernie Johnson,	Michigan
Ron Gilliam,	SUNY Brockport
Charles Mitchell,	Eastern Kentucky
Howard White,	Maryland
Rick Williams,	Iowa
Lionel Harris,	Cincinnati
John Fraley,	Georgia
Reese Stovall,	Texas-Pan American
W. Shorty Simmons,	St. Mary's (MD)
James Gilchrist,	Florida Southern
Larry Robinson,	Tennessee
John Green,	Oregon
Tom O'Connor,	Iowa State
Sam Barber,	Bethune-Cookman
Tony Prince,	St. John's (NY)
Jim Garvin,	Boston University
Phil Elderkin,	Boston University
Lamont King,	Long Beach State
Don Johnston,	North Carolina
Peter Gavitt,	Maine
Ron Thornson,	British Columbia (CAN)
Tom Austin,	Massachusetts
Phil Tollestrop,	Brigham Young
Larue Martin,	Loyola-Chicago
Bob McAdoo,	North Carolina
Double D Davis,	Houston
Corky Calhoun,	Pennsylvania
Fred Boyd,	Oregon State
Russell Lee,	Marshall
Isaac Stallworth,	Kansas
Tom Riker,	South Carolina
Bob Nash,	Hawaii
Paul Westphal,	Southern California
Ralph Simpson,	Michigan State
Julius Erving,	Massachusetts
Travis Grant,	Kentucky State
Bob Davis,	Weber State
Harold Fox,	Jacksonville
Jim Price,	Louisville
Chris Ford,	Villanova
Joby Wright,	Indiana
Sam Sibert,	Kentucky State
John Gianelli,	Pacific
Steve Bracey,	Tulsa
Paul Stovall,	Arizona State
Brian Taylor,	Princeton
Steve Hawes,	Washington
Tommy Patterson,	Ouachita Baptist
Dave Twardzik,	Old Dominion
Dennis Wuycik,	North Carolina
Mike Ratliff,	Wisconsin-Eau Claire
Chuck Terry,	Long Beach State
Ollie Johnson,	Temple
Lloyd Neal,	Tennessee State
Bob Morse,	Pennsylvania
Scott English,	Texas-El Paso
Don Buse,	Evansville
Frank Russell,	Detroit Mercy
Charlie Tharpe,	Belhaven
Eric McWilliams,	Long Beach State
Ron Riley,	Southern California
Kevin Porter,	Saint Francis (PA)
Jim Creighton,	Colorado
Ansley Truitt,	California
Claude Terry,	Stanford
Bill Chamberlain,	North Carolina
Wayne Grabiec,	Michigan
Chuck Jura,	Nebraska
George Adams,	Gardner-Webb
Gregg Northington,	Alabama State
Gary Stewart,	Canisius
George Bryant,	Eastern Kentucky
Hank Siemiontkowski,	Villanova
Ernie Fleming,	Jacksonville
Marshall Wingate,	Niagara
Frank Schade,	Wisconsin-Eau Claire
Wilbert Robinson,	West Virginia
Reggie Bird,	Princeton
Al Saunders,	Louisiana State
Joe Mackey,	Southern California
Henry Bibby,	California-Los Angeles
Matt Gantt,	St. Bonaventure
John Tshogl,	California-Santa Barbara
Nate Stephens,	Long Beach State
Ted Martiniuk,	St. Peter's
Art White,	Georgetown
Mike Reid,	California-Riverside
Arnie Berman,	Brown
Sam Cash,	California-Riverside
Ernest Pettis,	Western Michigan
David Bustion,	Denver
Joe Bynes,	Arkansas-Pine Bluff
James Silas,	Stephen F. Austin
Bob Lackey,	Marquette
Walter Jones,	Long Island-Brooklyn
Gary Ladd,	Seattle
Bob Ford,	Purdue
Wardell Dyson,	Shaw
Charles Dudley,	Washington
Bryan Adrian,	Davidson
Rowland Garrett,	Florida State
Ron Harris,	Wichita State
Glen Summors,	Gannon
Joe Gaines,	Belmont
Ed Czernota,	Sacred Heart
Tom Parker,	Kentucky
Terry Benton,	Wichita State
John Glover,	Wiley
Jerry Crocker,	Guilford
Mike Collins,	Seattle
Randy Noll,	Marshall
Dwaine Dillard,	Eastern Michigan
Ronald Thomas,	Louisville
Greg Cleuss,	St. John's (NY)
Charles Edge,	LeMoyne-Owen
Henry Bacon,	Louisville
Doug Holcomb,	Memphis
Mike Stewart,	Santa Clara
Wally Wright,	Pine Manor
Sam Simmons,	Bradley
Bob Lynn,	Long Beach State
Greg Kohls,	Syracuse
Steve Davidson,	West Texas A&M
Bruce Anderson,	Arizona
Mike Sneed,	Fayetteville State
Curtis Pritchett,	Saint Augustine's
Mike Jackson,	Cal State-Los Angeles
Billy Pleas,	Detroit Mercy
Marvin Brown,	Jackson State
Jerry Dunn,	Western Kentucky
Tracy Tripucka,	Lafayette
Bernie Fryer,	Brigham Young
William Franklin,	Purdue
Stephen Previs,	North Carolina
Jerry Pender,	Fresno State
Edward Davis,	Duquesne
Ruben Vance,	Kent State
Andy Denny,	South Alabama
Roger Evans,	Kent State
Ben Kelso,	Central Michigan
Jim Kopp,	Rockhurst
Jerry Clack,	Oklahoma
Henry Harris,	Auburn
Oscar Evans,	Butler
Jim Floyd,	Shaw
Willy Stoudamire,	Portland State
Tom Corde,	Ohio
Russell Golden,	Jackson State
John Burks,	San Francisco
Sam McCarney,	Oral Roberts
Cavin Anderson,	Valley City State
Charles Kirkland,	Cheyney
Scott McCandlish,	Virginia
John Collins,	SUNY Brockport
Greg Starrick,	Southern Illinois
Kessie Mangam,	Ferris State
Steve McMahon,	Merrimack
Rod Murray,	Cal State-Los Angeles
Larry Strozier,	Morehouse
Ruppert Breedlove,	Oglethorpe
Dwight Holliday,	Hawaii
Tom Sullivan,	Fordham
Bill Kennedy,	Arizona
Bill Duey,	California
Ralph Houston,	West Texas A&M
Jim Regenold,	Ball State
Kresimir Cosic,	Brigham Young
Kent Martens,	Abilene Christian
Kent Hollenbeck,	Kentucky
Gary Watson,	Wisconsin
David Hall,	Kansas State
Jim Clesson,	Tulsa
Will Loftin,	Louisiana-Lafayette
Dan Stewart,	Washington State
Richie Garner,	Manhattan
Al Vilcheck,	Louisville
Marty Hunt,	Kenyon
Chuck Taylor,	West Liberty
Jolly Spight,	Santa Clara
Jimmy Wilkins,	San Diego State
Jim Prokell,	Edinboro
Floyd Mathew,	Northern Arizona
Charles Allen,	Texas Southern
Marvin Watkins,	Jackson State
Steve Turner,	Vanderbilt
Chic Downing,	Benedictine (IL)
John Belcher,	Arkansas State
Mark Minor,	Ohio State
Jackie Young,	Rocky Mountain
Frank Dewitt,	Virginia
Len Baltimore,	George Washington
James Green,	Paine
Lloyd Adams,	Rhode Island
Gregg Daust,	Missouri-St. Louis
Mark Soderberg,	Utah
Phil Stephens,	South Carolina State
Al Cotler,	Pennsylvania
Larry Morris,	Tulsa
Kim Huband,	North Carolina
Kent Scott,	Pittsburgh
Mike Krawzyk,	Loyola-Maryland
Kelly Utley,	Shaw
Mike Barr,	Duquesne
Paul Kelley,	Shaw
Greg Corson,	North Carolina
Bob Allen,	Missouri
Aubrey Nash,	Kansas
Cleveland Hill,	Nicholls State
Ray Golson,	West Texas A&M
Andrew Pettes,	Oklahoma
Rich Haubeggar,	Wake Forest
Paul Hoffman,	St. Bonaventure
Mike Jefferies,	Oklahoma State
Gary Handleman,	Johns Hopkins
Greg Lowery,	Texas Tech
Mose Adolph,	Cal State-Los Angeles
Norman Bounds,	SUNY Brockport
Mike Peterson,	Nebraska
Charles Hall,	Montana Western
John Thornton,	South Carolina State
Ron Manning,	Manhattan
Austin Carr,	Notre Dame
Sidney Wicks,	California-Los Angeles
Elmore Smith,	Kentucky State
Ken Durrett,	La Salle
George Trapp,	Long Beach State
Fred Brown,	Iowa
Cliff Meely,	Colorado
Darnell Hillman,	San Jose State
Stan Love,	Oregon
Clarence Glover,	Western Kentucky
Curtis Rowe,	California-Los Angeles
Dana Lewis,	Tulsa
Jim Cleamons,	Ohio State
John Roche,	South Carolina
Kenny McIntosh,	Eastern Michigan
Dean Meminger,	Marquette
Collis Jones,	Notre Dame
Steve Patterson,	California-Los Angeles
Fred Hilton,	Grambling
Willard Sojourner,	Weber State
John Mengelt,	Auburn
Ted, Hound Dog McClain,	Tennessee State
Jim McDaniels,	Western Kentucky
Mike Newlin,	Utah
Charlie Yelverton,	Fordham
Amos Thomas,	Southwestern Oklahoma
Richard Fisher,	Colorado State
Jim Rose,	Western Kentucky
Isaiah Wilson,	Baltimore
Spencer Haywood,	Detroit Mercy
Joe Bergman,	Creighton
Howard Porter,	Villanova
Marvin Stewart,	Nebraska
Gregg Northington,	Alabama State
Willie Long,	New Mexico
Gerald Lockett,	Arkansas-Pine Bluff
Larry Steele,	Kentucky
Rich Yunkus,	Georgia Tech
Jeff Halliburton,	Drake
Clifford Ray,	Oklahoma
Jackie Ridgle,	California
Bill Smith,	Syracuse
Rich Rinaldi,	St. Peter's
Dave Robisch,	Kansas
Marv Roberts,	Utah State
Dave Wohl,	Pennsylvania
Mike Gale,	Elizabeth City State
Dennis Layton,	Southern California
Dick Gibbs,	Texas-El Paso
Ken Mayfield,	Tuskegee
Gary Brell,	Marquette
Cliff Harris,	Hardin-Simmons
Jimmy O'Brien,	Boston College
Bobby Fields,	La Salle
Sid Catlett,	Notre Dame
Jim Welch,	Houston
Pembroke Burrows,	Jacksonville
Tom Owens,	South Carolina
Greg Gary,	St. Bonaventure
Willie Allen,	Miami (FL)
Randy Denton,	Duke
Jarrett Durham,	Duquesne
Erwin Johnson,	Augusta State
Roger Brown,	Kansas
Walt Szczerbiak,	George Washington
Jim Irving,	Saint Louis
Steve Niles,	Texas A&M
Henry Smith,	Missouri
Brian Mahoney,	Manhattan
Garry Nelson,	Duquesne
Hector Blondet,	Murray State
Jim Guymond,	Eastern New Mexico
Tyrone Marionneaux,	Loyola (LA)
Jeff Smith,	New Mexico State
Rudy Benjamin,	Michigan State
Odis Allison,	Nevada-Las Vegas
Don Johnson,	Tennessee
Greg Nelson,	Jacksonville
Vincent White,	Savannah State
Richard Hood,	Phillips
Lee Dedmon,	North Carolina
Kenneth Gardner,	Utah
Larry Weatherford,	Purdue
Bob Kissane,	Holy Cross
Barry Nelson,	Duquesne
Mike Childress,	Colorado State
Glen Summors,	Gannon
Jim Day,	Morehead State
Gil McGregor,	Wake Forest
Willie Humes,	Idaho
Mike Neciase,	William Carey
Garry Reist,	Rice
Charlie Johnson,	California
John Novey,	Mount St. Mary's
Thorpe Weber,	Vanderbilt
Jim Larranga,	Providence
Jake Jones,	Assumption
Bill Brickhouse,	Montana State
William Graham,	Kentucky State
Jim England,	Tennessee
Bill Mainor,	Fordham
Ed Kemp,	Adams State
Tom Bush,	Drake
Randy Smith,	Buffalo State
Gene Knolle,	Texas Tech
Ollie Shannon,	Minnesota
Mike Jordan,	Savannah State
John Duncan,	Kentucky Wesleyan
Eric Hill,	Minnesota
Ken May,	Dayton
Dennis Hogg,	Washington State
Skip Young,	Florida State
Steve Kelly,	Brigham Young
Curtis Ford,	Northeastern State
Gene Gathers,	Bradley
Ralph Brateris,	College of New Jersey
Artis Gilmore,	Jacksonville
Danny Davis,	Henderson State
Gene Phillips,	Southern Methodist
Charlie Davis,	Wake Forest
Craig Love,	Ohio
John Sutter,	Tulane
Frank Fitzgerald,	Boston College
Jim Smith,	Kentucky Wesleyan
Chuck Lowery,	Puget Sound
Rich Katherman,	Duke
Jim Haderlein,	Loyola-Marymount
Russell Golden,	Jackson State
John Ribock,	South Carolina
Wayne Jones,	Niagara
Barry Yates,	Maryland
Luke Adams,	Lamar
Vernell Ellzy,	Florida State
Clarence Sherrod,	Wisconsin
Leroy Eldridge,	Cheyney
Felix Thurston,	Trinity (TX)
Rich Walker,	Bowling Green
Gary Stewart,	Canisius
Eugene Kennedy,	Texas Christian
Ernie Fleming,	Jacksonville
Larry Holliday,	Oregon
Willie Kerry,	Denver
Clarence Smith,	Villanova
Ron Johnston,	Murray State
Ray Green,	California (PA)
Paul Botts,	Central Michigan
Tom Lee,	Arizona
Bob Cheeks,	Whittier
Mike Johnson,	Kansas State
Jackie Dinkins,	Voorhees
Mike O'Brien,	Saint Leo
Rick Howat,	Illinois
Jim Meredith,	Washington State
Don Ward,	Colgate
Greg Starrick,	Southern Illinois
Ron Rippitoe,	Lipscomb
Ed Huston,	Puget Sound
Calvin Oliver,	Texas-Pan American
Bill Drosdiak,	Oregon
Eddie Myers,	Arizona
Dale Dover,	Harvard
Steve Butcher,	Pikeville
Jim Dinwiddie,	Kentucky
Cliff Mosely,	Quinnipiac
Tom Newell,	Hawaii
David Withers,	Delaware
Andy Toth,	Cheyney
Dan Fife,	Michigan
Mike Casey,	Kentucky
Bill Warner,	Arizona
Howard Burford,	Gonzaga
Levi Wyatt,	Alcorn State
Jerome Perry,	Western Kentucky
Doug Rex,	California-Santa Barbara
Chuck Olowski,	Baltimore
Reggie Brooks,	New Hampshire
Larry Saunders,	Duke
Dana Pagett,	Southern California
Paul Leitz,	Western Carolina
Al Smith,	Bradley
Ken Davis,	Georgetown
Blaine Henry,	Marshall
Doug Hess,	Toledo
Butch Webster,	New Orleans
Don Sechler,	Delaware Valley
Roger Moore,	Columbus State
Chris Schrobilgen,	Southern California
Bob Connor,	Loyola-Maryland
John Dalton,	Suffolk
Bob Horn,	Drake
Ken Kowall,	Ohio
Floyd Mason,	Alcorn State
Ken Riley,	Middle Tennessee State
Carl Greenfield,	Eastern Kentucky
Gene Mumford,	Scranton
Bobby Jones,	Drake
Pete Smith,	Valdosta State
Ed Jenkins,	Michigan Lutheran
Lee McCollough,	Indiana
Ron Crosswhite,	Dayton
Leroy Chalk,	Nebraska
Willie Roberson,	Wyoming
Hank Commodore,	Northwestern Oklahoma State
Ron Dorsey,	Tennessee State
Ed Goode,	DePaul
Larry Duckworth,	Henderson State
Pierre Russell,	Kansas
Bubbles Harris,	Indiana
Ray Lavender,	Drury
Gene Roberson,	Canisius
Rudolph Peele,	Norfolk State
Art Davis,	Johnson C. Smith
Ken Booker,	California-Los Angeles
Richard Dixon,	Loyola (LA)
Jack O'Connor,	Great Falls
George Jackson,	Dayton
Larry Baker,	Wittenberg
William Chatmon,	Baylor
Terry Guigg,	Gonzaga
James Morrell,	Norfolk State
James Fleming,	Alcorn State
Curtis Carter,	Bishop
Liscio Thomas,	Furman
Loyd King,	Virginia Tech
Vance Tyree,	Wisconsin-La Crosse
James Douglas,	Memphis
Leonard Jackson,	Oregon
Fred Smiley,	Detroit Mercy
Bob Bissant,	Loyola (LA)
Nelson Isley,	Louisiana State
Steve Sims,	Pepperdine
Leroy Jenkins,	Detroit Mercy
Joey Meyer,	DePaul
Carlos Quintanar,	Asociacion Deportiva Mexicana de Basquetbol (Mexico)
Ike Bundy,	Detroit Tech
Gary Schneider,	San Diego State
Ed Jenkins,	Shaw
Bob Lanier,	St. Bonaventure
Rudy Tomjanovich,	Michigan
Pete Maravich,	Louisiana State
Dave Cowens,	Florida State
Sam Lacey,	New Mexico State
Jim Ard,	Cincinnati
John Johnson,	Iowa
Geoff Petrie,	Princeton
George Johnson,	Stephen F. Austin
Greg Howard,	New Mexico
Jimmy Collins,	New Mexico State
Al Henry,	Wisconsin
Jim McMillian,	Columbia
John Vallely,	California-Los Angeles
John Hummer,	Princeton
Gary Freeman,	Oregon State
Mike Price,	Illinois
Calvin Murphy,	Niagara
Nate Archibald,	Texas-El Paso
Jake Ford,	Maryland
Rex Morgan,	Jacksonville
Doug Cook,	Davidson
Pete Cross,	San Francisco
Cornell Warner,	Jackson State
Walt Gilmore,	Fort Valley State
Dave Sorenson,	Ohio State
Fred Taylor,	Texas-Pan American
Paul Ruffner,	Brigham Young
Joe DePre,	St. John's (NY)
Ernie Killum,	Stetson
Dan Hester,	Louisiana State
Ken Warzynski,	DePaul
Bill Zopf,	Duquesne
Howie Wright,	Austin Peay
Curtis Perry,	Missouri State
Earle Higgins,	Eastern Michigan
Bob St. Pierre,	Hanover
Willie Williams,	Florida State
Greg Hyder,	Eastern New Mexico
Garfield Heard,	Oklahoma
Surry Oliver,	Stephen F. Austin
Bill Cain,	Iowa State
Chip Case,	Virginia
Greg McDivitt,	Ohio
Lou Herndon,	Jackson State
Dennis Awtrey,	Santa Clara
Jim Hayes,	Boston University
Vann Williford,	North Carolina State
Seaburn Hill,	Arizona State
Marv Winkler,	Louisiana-Lafayette
Al Williams,	Drake
Jody Finney,	Ohio State
Ralph Ogden,	Santa Clara
Bill Stricker,	Pacific
Jon McKinney,	Norfolk State
Wade Fuller,	Loyola-Chicago
John Davis,	Alabama State
Erwin Polnick,	Stephen F. Austin
Jim Penix,	Bowling Green
Glen Vidnovic,	Iowa
Bob Lienhard,	Georgia
Jim Wilson,	Cheyney
Dan Crenshaw,	Alabama State
Larry Mikan,	Minnesota
Fred Davis,	Howard Payne
Billy Jones,	Louisiana College
Virgle Fredricks,	Drury
John Marren,	Manhattan
James Gilbert,	Adams State
Levi Fontaine,	Maryland
Bill Jankans,	Long Beach State
Tom Carter,	Paul Quinn
Uluss Thompson,	Wiley
Boyd Lynch,	Eastern Kentucky
Wayne Sokolowski,	Ashland
Ron Knight,	Cal State-Los Angeles
Robert Moore,	Central State (OH)
John Canine,	Ohio
George Johnson,	Dillard
Perry Wallace,	Vanderbilt
John Fultz,	Rhode Island
Bob Riley,	Mount St. Mary's
Gary Zeller,	Drake
Mike Grosso,	Louisville
Jim Oxley,	Army
Mike Kretzer,	East Tennessee State
Vic Bartolome,	Oregon State
Seviro Brown,	DePaul
Rod McIntyre,	Jacksonville
Charles Bishop,	Louisiana Tech
Samuel Robinson,	Long Beach State
Doug Hess,	Toledo
George Janky,	Dayton
Joe Cooke,	Indiana
Joe Thomas,	Marquette
Lonnie Kluttz,	North Carolina A&T
Jerry Venable,	Kansas State
Jerry Kroll,	Davidson
Dave Parker,	Windham
Marvin Polnick,	Stephen F. Austin
Willy Watson,	Oklahoma City
Jim Signorile,	New York University
Billy Paultz,	St. John's (NY)
Joe Bergman,	Creighton
Marv Copeland,	Michigan Lutheran
Charlie Scott,	North Carolina
Mike Bernard,	Kentucky State
James Morgan,	Maryland
Narvis Anderson,	Stephen F. Austin
Claude English,	Rhode Island
Cliff Shegogg,	Colorado State
Heyward Dotson,	Columbia
Lou West,	Seattle
Carlton Poole,	Philadelphia University
Willie Woods,	Eastern Kentucky
John Shinall,	Jackson State
Charlie Wallace,	Oklahoma City
John Rinka,	Kenyon
Roy Hodge,	Wagner
Don Adams,	Northwestern
Jeff Sewell,	Marquette
Dan Issel,	Kentucky
Bobby Croft,	Tennessee
Joel McBride,	Augusta State
George Irvine,	Washington
Larry Woods,	West Virginia
Doug Boyd,	Texas Christian
Walter Robertson,	Loyola-Chicago
Steve Patterson,	California-Los Angeles
Mike Casey,	Kentucky
Fran O'Hanlon,	Villanova
Rick Mount,	Purdue
Herb White,	Georgia
Tom Dyksera,	Wheaton (IL)
Jim Samo,	Northwestern
Greg Fillmore,	Cheyney
Jim Gottschall,	Dayton
Lou Small,	Nevada-Reno
Alex Wynn,	Dartmouth
Tom Little,	Seattle
Bob Mabry,	Rio Grande
Claude Virden,	Murray State
Tom Lagodich,	Kent State
Billy Gaskins,	Oregon
Larry Duckworth,	Henderson State
Carl Ashley,	Wyoming
Glen Johnson,	Jackson State
Mike Hauer,	Saint Joseph's
Bobby Sands,	Pepperdine
Larry Jackson,	Sul Ross State
Will Hetzel,	Maryland
Joe Hamilton,	North Texas
Walker Banks,	Western Kentucky
Toke Coleman,	Eastern Kentucky
Coby Dietrick,	San Jose State
Bruce Chapman,	Nevada-Reno
Mike Maloy,	Davidson
Carl Johnson,	Gustavus Adolphus
Chuck Lloyd,	Yankton
Joe Taylor,	Dillard
Israel Oliver,	Elizabeth City State
Ken Johnson,	Indiana
Gerhardus Schreur,	Arizona State
Dale Blaut,	West Texas A&M
Gordon Stiles,	American
Kindell Stephens,	Fisk
Manuel Raga,	Pallacanestro Varese (Italy)
Ron Becker,	New Mexico
Bob Seemer,	Georgia Tech
Don Curnutt,	Miami (FL)
Ron Belton,	Bellarmine
Rick Anhauser,	North Carolina State
Ted Hillary,	Saint Joseph's (IN)
Andy Owens,	Florida
Dave Schneider,	Wayne State (MI)
Don McClemore,	Bowling Green
Dick Walker,	Wake Forest
Jim Walls,	Clark Atlanta
Doug Howard,	Brigham Young
David Whitley,	Tufts
Bob Duklet,	Boston College
Dino Meneghin,	Pallacanestro Varese (Italy)
Mel Bell,	Houston
Jim Brooks,	Nebraska
Don Ogletree,	Cincinnati
Reggie Roach,	Virginia State
John Brunson,	Furman
Paul Adams,	Central Washington
Oliver Taylor,	Houston
Ric Cobb,	Marquette
Booker Brown,	Middle Tennessee State
Dewey Varner,	Tuskegee
Ben McGilmer,	Iowa
Harry Lozon,	Old Dominion
Ernest Hardy,	Harvard
Larry Gray,	Huston-Tillotson
Allen McManus,	Winston-Salem State
Kevin Wilson,	Ashland
Alex Boyd,	Nevada-Reno
